Index,Marketing.expense,Production.expense,Multiplex.coverage,Budget,Movie_length,Lead_.Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,X3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar,Marketing.expense_mms,Production.expense_mms,Multiplex.coverage_mms,Budget_mms,Movie_length_mms,Lead_.Actor_Rating_mms,Lead_Actress_rating_mms,Director_rating_mms,Producer_rating_mms,Critic_rating_mms,Trailer_views_mms,X3D_available_mms,Time_taken_mms,Twitter_hastags_mms,Genre_mms,Avg_age_actors_mms,Num_multiplex_mms,Collection_mms,Start_Tech_Oscar_mms
82,20.8924,64.72,0.574,36768.545,143.9,7.145,7.445,7.145,7.46,7.2,510436,1,111.56,243.824,2,49,501,47800,1,0.000430483,0.161290323,0.91563786,0.585936003,0.695159629,0.590705987,0.619436876,0.591763653,0.611953613,0.214285714,0.83839807,1,0.51287238,0.023430088,0.333333333,0.807017544,0.314018692,0.42,1
83,20.7318,64.72,0.574,35007.61,105.7,7.235,7.405,7.265,7.29,8.2,492574,0,121.92,203.968,1,20,469,49600,1,0.000340228,0.161290323,0.91563786,0.525196398,0.301750772,0.606791778,0.612170754,0.613249776,0.58162355,0.571428571,0.788064429,0,0.560500184,0.001546193,0,0.298245614,0.254205607,0.44,1
84,20.7102,64.72,0.574,34257.685,120.2,7.24,7.41,7.165,7.385,7.2,485743,1,151.16,203.664,2,34,405,45800,0,0.000328089,0.161290323,0.91563786,0.499329373,0.451081359,0.607685433,0.613079019,0.595344673,0.598572703,0.214285714,0.768815235,1,0.694924605,0.001379274,0.333333333,0.543859649,0.134579439,0.397777778,0
85,21.0118,63.98,0.551,35490.895,121.5,7.515,7.645,7.505,7.775,7.3,454277,0,133.56,283.824,2,23,422,47800,1,0.000497584,0.147727273,0.868312757,0.541866258,0.464469619,0.656836461,0.655767484,0.656222023,0.668153434,0.25,0.680146644,0,0.614012505,0.045393049,0.333333333,0.350877193,0.16635514,0.42,1
86,21.147,63.98,0.551,36829.65,129.6,7.625,7.925,7.755,7.815,8.3,495454,0,194.64,244.256,1,56,521,53200,0,0.000573565,0.147727273,0.868312757,0.588043687,0.547888774,0.676496872,0.706630336,0.700984781,0.67528992,0.607142857,0.796180031,0,0.89481427,0.023667287,0,0.929824561,0.351401869,0.48,0
87,21.0376,63.98,0.551,33413.325,118.6,7.69,7.92,7.755,7.78,7.3,436753,1,119,223.6,1,50,472,45000,0,0.000512083,0.147727273,0.868312757,0.47020502,0.434603502,0.688114388,0.705722071,0.700984781,0.669045495,0.25,0.630765459,1,0.547076131,0.012325614,0,0.824561404,0.259813084,0.388888889,0
88,21.4302,63.98,0.551,34002.155,130.3,8.035,8.13,8.08,8.26,8.3,489563,1,144.88,243.552,3,43,510,44400,1,0.00073272,0.147727273,0.868312757,0.490515424,0.555097837,0.749776586,0.74386921,0.759176365,0.754683318,0.607142857,0.779579679,1,0.666053696,0.023280739,0.666666667,0.701754386,0.330841121,0.382222222,1
89,21.132,61.82,0.511,38923.885,159.8,8.25,8.455,8.28,8.175,8.44,509357,0,139.44,203.776,1,28,456,47200,0,0.000565135,0.10813783,0.78600823,0.660279747,0.858908342,0.788203753,0.802906449,0.794986571,0.739518287,0.657142857,0.835357537,0,0.641044502,0.00144077,0,0.438596491,0.229906542,0.413333333,0
90,21.0604,61.82,0.511,39323.845,136.6,8.17,8.31,8.135,8.555,8.44,515362,1,151.48,304.592,3,31,478,57400,0,0.000524897,0.10813783,0.78600823,0.674075493,0.619979403,0.773905273,0.776566757,0.769024172,0.807314897,0.657142857,0.852279132,1,0.696395734,0.056796219,0.666666667,0.49122807,0.271028037,0.526666667,0
91,20.9368,61.82,0.511,35646.435,139.6,8.43,8.535,8.425,8.425,8.44,503147,1,147.04,303.616,2,58,424,45200,1,0.000455435,0.10813783,0.78600823,0.54723127,0.650875386,0.820375335,0.817438692,0.82094897,0.78412132,0.657142857,0.81785827,1,0.675983818,0.056260323,0.333333333,0.964912281,0.170093458,0.391111111,1
92,20.7864,61.82,0.511,35579.775,147.4,8.42,8.525,8.295,8.575,7.44,496193,0,164.8,263.52,1,23,451,44000,0,0.000370912,0.10813783,0.78600823,0.544931979,0.731204943,0.818588025,0.815622162,0.797672337,0.81088314,0.3,0.798262472,0,0.757631482,0.03424465,0,0.350877193,0.220560748,0.377777778,0
93,20.8406,85.08,0.536,35785.31,127.1,8.02,8.295,8.015,8.34,8.36,489837,0,183.16,283.664,2,60,518,45800,0,0.000401372,0.534457478,0.83744856,0.55202146,0.522142122,0.747095621,0.773841962,0.747538048,0.768956289,0.628571429,0.780351789,0,0.842037514,0.045305197,0.333333333,1,0.345794393,0.397777778,0
94,20.575,85.08,0.536,34502.105,102.4,8.04,8.225,8.095,8.305,8.36,508101,0,206,284,4,46,492,50000,0,0.000252108,0.534457478,0.83744856,0.507760107,0.267765191,0.750670241,0.761126249,0.761862131,0.762711864,0.628571429,0.831818233,0,0.947039353,0.045489686,1,0.754385965,0.297196262,0.444444444,0
95,20.8588,85.08,0.536,34713.195,150.8,8.095,8.33,8.04,8.305,8.36,468556,0,114.24,263.296,4,54,465,41200,0,0.0004116,0.534457478,0.83744856,0.515041196,0.766220391,0.760500447,0.780199818,0.752014324,0.762711864,0.628571429,0.720383688,0,0.525193086,0.034121657,1,0.894736842,0.246728972,0.346666667,0
96,22.4408,60.78,0.555,36801.875,131.3,8.215,8.385,8.12,8.29,7.4,489220,0,199.36,284.544,1,46,467,56800,0,0.001300665,0.089076246,0.87654321,0.587085649,0.565396498,0.781948168,0.790190736,0.766338406,0.760035682,0.285714286,0.778613134,0,0.916513424,0.045788382,0,0.754385965,0.25046729,0.52,0
97,22.3008,60.78,0.555,34235.465,143.1,8.21,8.325,8.23,8.245,8.4,467769,0,204.56,243.424,1,21,463,42800,0,0.001221987,0.089076246,0.87654321,0.498562943,0.6869207,0.781054513,0.779291553,0.78603402,0.752007136,0.642857143,0.718165987,0,0.940419272,0.023210458,0,0.315789474,0.242990654,0.364444444,0
98,22.4166,60.78,0.555,44823.295,149.5,8.15,8.34,8.215,8.305,7.4,543618,1,125.48,246.192,1,53,413,77400,0,0.001287065,0.089076246,0.87654321,0.863767005,0.752832132,0.770330652,0.782016349,0.783348254,0.762711864,0.285714286,0.931902207,1,0.576866495,0.024730295,0,0.877192982,0.14953271,0.748888889,0
99,21.6374,60.78,0.555,43440.1,110.4,8.23,8.29,8.2,8.285,7.4,544945,1,217.52,207.008,4,25,512,87600,1,0.000849164,0.089076246,0.87654321,0.816056716,0.35015448,0.784629133,0.772933697,0.780662489,0.759143622,0.285714286,0.935641583,1,1,0.003215378,1,0.385964912,0.334579439,0.862222222,1
100,21.372,60.78,0.555,41195.88,136,8.085,8.32,8.165,8.435,8.4,484613,0,131.28,265.312,1,31,510,66400,0,0.000700012,0.089076246,0.87654321,0.73864725,0.613800206,0.758713137,0.778383288,0.774395703,0.785905442,0.642857143,0.765630988,0,0.60353071,0.035228591,0,0.49122807,0.330841121,0.626666667,0
101,22.9732,72.12,0.48,37368.485,153.4,8.45,8.66,8.595,8.74,6.82,471052,1,193,304.4,2,24,470,55000,1,0.001599867,0.296920821,0.722222222,0.606629623,0.79299691,0.823949955,0.840145322,0.851387645,0.840321142,0.078571429,0.72741721,1,0.887274733,0.056690797,0.333333333,0.368421053,0.256074766,0.5,1
102,22.2864,72.12,0.48,37668.455,144.8,8.425,8.63,8.44,8.79,7.82,491484,1,144.6,204.24,1,58,445,53000,0,0.001213894,0.296920821,0.722222222,0.616976432,0.704428424,0.81948168,0.834695731,0.823634736,0.849241748,0.435714286,0.784992899,1,0.664766458,0.001695541,0,0.964912281,0.209345794,0.477777778,0
103,24.5752,72.12,0.48,35579.775,158.9,8.485,8.725,8.635,8.725,7.82,457364,0,135.44,262.976,4,57,544,37200,0,0.002500172,0.296920821,0.722222222,0.544931979,0.849639547,0.830205541,0.85195277,0.858549687,0.83764496,0.435714286,0.688845556,0,0.622655388,0.033945954,1,0.947368421,0.394392523,0.302222222,0
104,24.2322,72.12,0.48,34091.035,160.9,8.515,8.79,8.56,8.71,7.82,443252,1,137.72,283.088,3,36,555,38600,0,0.00230741,0.296920821,0.722222222,0.493581146,0.870236869,0.835567471,0.863760218,0.845120859,0.834968778,0.435714286,0.649079105,1,0.633137183,0.044988931,0.666666667,0.578947368,0.414953271,0.317777778,0
107,23.424,72.12,0.48,32418.98,165.4,8.815,8.965,8.76,9.04,6.82,405008,1,205.8,283.12,2,20,482,39000,1,0.001853211,0.296920821,0.722222222,0.435907262,0.916580844,0.889186774,0.8955495,0.880931065,0.893844781,0.078571429,0.54131067,1,0.946119897,0.045006501,0.333333333,0.298245614,0.278504673,0.322222222,1
108,22.6234,72.12,0.48,34035.485,158.7,8.825,9.025,8.915,8.99,6.82,442160,1,120.16,283.264,4,57,517,40800,1,0.001403284,0.296920821,0.722222222,0.49166507,0.847579815,0.890974084,0.906448683,0.908683975,0.884924175,0.078571429,0.646001939,1,0.552408974,0.045085568,1,0.947368421,0.343925234,0.342222222,1
109,22.5604,72.12,0.48,35963.07,170.6,8.64,8.91,8.73,8.85,7.82,473768,0,171.92,203.168,4,48,502,39600,1,0.001367879,0.296920821,0.722222222,0.558152903,0.970133883,0.857908847,0.885558583,0.875559534,0.859946476,0.435714286,0.735070673,0,0.790364104,0.001106933,1,0.789473684,0.31588785,0.328888889,1
110,25.2726,72.12,0.48,34602.095,164.7,8.715,8.86,8.56,8.775,6.82,437611,1,195.76,283.104,3,41,555,38800,1,0.002892102,0.296920821,0.722222222,0.511209044,0.909371782,0.871313673,0.876475931,0.845120859,0.846565566,0.078571429,0.633183232,1,0.899963222,0.044997716,0.666666667,0.666666667,0.414953271,0.32,1
111,22.1586,72.12,0.48,34413.225,127.9,8.475,8.7,8.48,8.79,7.82,423752,1,138.68,203.472,3,37,453,43400,1,0.001142072,0.296920821,0.722222222,0.504694386,0.53038105,0.828418231,0.847411444,0.830796777,0.849241748,0.435714286,0.594129714,1,0.63755057,0.001273852,0.666666667,0.596491228,0.224299065,0.371111111,1
112,22.0168,75.02,0.453,37301.825,155.1,8.595,8.685,8.5,8.87,8.44,495560,1,113.12,263.648,1,34,544,45600,0,0.001062382,0.350073314,0.666666667,0.604330331,0.810504634,0.849865952,0.844686649,0.834377798,0.863514719,0.657142857,0.79647873,1,0.520044134,0.034314931,0,0.543859649,0.394392523,0.395555556,0
113,22.4658,75.02,0.453,32846.715,166.4,8.725,8.885,8.72,8.965,7.44,394329,1,0,303.008,1,35,577,37600,1,0.001314715,0.350073314,0.666666667,0.450661046,0.926879506,0.873100983,0.881017257,0.873769024,0.880463872,0.3,0.511218129,1,0,0.055926486,0,0.561403509,0.456074766,0.306666667,1
114,24.4424,75.02,0.453,33841.06,168.9,8.705,8.875,8.725,8.6,8.44,405200,1,201.48,202.992,1,59,604,37400,1,0.00242554,0.350073314,0.666666667,0.484958804,0.952626159,0.869526363,0.879200727,0.874664279,0.815343443,0.657142857,0.54185171,1,0.926259654,0.001010296,0,0.98245614,0.506542056,0.304444444,1
115,22.8462,75.02,0.453,34740.97,157.7,8.73,8.93,8.855,8.975,8.44,446050,0,133.4,242.96,4,39,570,37000,0,0.001528495,0.350073314,0.666666667,0.515999234,0.837281153,0.873994638,0.889191644,0.897940913,0.882247993,0.657142857,0.656963638,0,0.61327694,0.022955688,1,0.631578947,0.442990654,0.3,0
116,23.4268,75.02,0.453,32930.04,161.7,8.72,8.795,8.64,8.92,7.44,415458,0,151.32,222.928,3,24,539,36600,0,0.001854785,0.350073314,0.666666667,0.45353516,0.878475798,0.872207328,0.864668483,0.859444942,0.872435326,0.3,0.570757907,0,0.695660169,0.011956636,0.666666667,0.368421053,0.385046729,0.295555556,0
117,22.6316,75.02,0.453,34307.68,146,8.535,8.645,8.5,8.86,8.44,432696,0,130.48,263.392,3,23,528,42400,0,0.001407892,0.350073314,0.666666667,0.501053842,0.716786818,0.839142091,0.837420527,0.834377798,0.861730598,0.657142857,0.619333168,0,0.599852887,0.034174368,0.666666667,0.350877193,0.364485981,0.36,0
118,23.0196,75.02,0.453,33446.655,156.1,8.615,8.755,8.54,8.595,7.44,454755,0,189.68,303.072,4,28,609,38400,0,0.001625944,0.350073314,0.666666667,0.471354666,0.820803296,0.853440572,0.857402361,0.841539839,0.814451383,0.3,0.681493609,0,0.872011769,0.055961626,1,0.438596491,0.51588785,0.315555556,0
119,22.6116,75.02,0.453,32618.96,146.6,8.6,8.865,8.69,8.89,7.44,410730,1,160.16,283.264,1,40,566,40800,1,0.001396652,0.350073314,0.666666667,0.442805135,0.722966014,0.850759607,0.877384196,0.868397493,0.867082962,0.3,0.557434793,1,0.73630011,0.045085568,0,0.649122807,0.435514019,0.342222222,1
120,22.8952,75.02,0.453,31835.705,138.7,8.52,8.74,8.54,8.685,8.44,463019,1,203.72,223.088,1,20,530,38600,0,0.001556032,0.350073314,0.666666667,0.415788465,0.641606591,0.836461126,0.854677566,0.841539839,0.830508475,0.657142857,0.704780879,1,0.936557558,0.012044488,0,0.298245614,0.368224299,0.317777778,0
121,21.3798,106.3,0.419,32607.85,143.2,8.8,8.92,8.735,9.03,7.18,455844,1,156.8,203.52,1,23,570,44000,0,0.000704396,0.923387097,0.596707819,0.44242192,0.687950566,0.886505809,0.887375114,0.87645479,0.89206066,0.207142857,0.684562321,1,0.720853255,0.001300207,0,0.350877193,0.442990654,0.377777778,0
122,21.433,106.3,0.419,33352.22,157.6,8.78,9.02,8.815,8.99,8.18,454602,1,194.12,203.248,4,39,568,40600,0,0.000734293,0.923387097,0.596707819,0.468097337,0.836251287,0.882931189,0.905540418,0.890778872,0.884924175,0.564285714,0.681062468,1,0.892423685,0.001150859,1,0.631578947,0.439252336,0.34,0
123,21.8598,106.3,0.419,33113.355,166.4,8.83,9.075,8.865,9.05,8.18,388265,1,178.2,203.28,3,51,608,41000,0,0.00097415,0.923387097,0.596707819,0.45985821,0.926879506,0.891867739,0.915531335,0.899731423,0.895628903,0.564285714,0.494130278,1,0.819235013,0.00116843,0.666666667,0.842105263,0.514018692,0.344444444,0
124,23.0076,106.3,0.419,32530.08,170.5,8.89,9.09,8.965,9.165,8.18,334417,1,182.92,202.768,2,51,524,34600,1,0.0016192,0.923387097,0.596707819,0.439739414,0.969104016,0.9025916,0.918256131,0.917636526,0.916146298,0.564285714,0.342391059,1,0.840934167,0.000887304,0.333333333,0.842105263,0.357009346,0.273333333,1
125,21.9698,106.3,0.419,32657.845,169.3,8.895,9.13,8.9,9.06,8.18,395312,0,125.52,263.008,1,56,622,37600,1,0.001035969,0.923387097,0.596707819,0.444146388,0.956745623,0.903485255,0.925522252,0.905998209,0.897413024,0.564285714,0.513988142,0,0.577050386,0.033963524,0,0.929824561,0.540186916,0.306666667,1
126,23.3804,106.3,0.419,33252.23,161.9,8.935,9.075,8.855,9.155,7.18,443766,1,162.56,283.424,2,22,608,42800,1,0.001828709,0.923387097,0.596707819,0.4646484,0.88053553,0.910634495,0.915531335,0.897940913,0.914362177,0.207142857,0.650527514,1,0.747333579,0.04517342,0.333333333,0.333333333,0.514018692,0.364444444,1
127,27.747,106.3,0.419,31180.215,169.1,9.035,9.24,9.1,9.115,8.18,303828,0,154.28,202.512,2,42,635,31400,1,0.004282685,0.923387097,0.596707819,0.39317877,0.954685891,0.928507596,0.945504087,0.941808415,0.907225691,0.564285714,0.256193783,0,0.709268113,0.000746741,0.333333333,0.684210526,0.564485981,0.237777778,1
128,25.183,98.78,0.376,31624.615,169.5,8.955,9.135,9.08,9.255,6.76,391198,1,118.48,302.592,3,31,567,32400,1,0.002841748,0.785557185,0.508230453,0.408507377,0.958805355,0.914209115,0.926430518,0.938227395,0.93220339,0.057142857,0.50239523,1,0.544685546,0.055698071,0.666666667,0.49122807,0.437383178,0.248888889,1
129,26.5086,98.78,0.376,35724.205,172.3,9.02,9.195,9.04,9.115,7.76,444896,0,163.2,282.88,3,41,564,36000,1,0.003586719,0.785557185,0.508230453,0.549913777,0.987641607,0.925826631,0.9373297,0.931065354,0.907225691,0.414285714,0.653711761,0,0.750275837,0.044874723,0.666666667,0.666666667,0.431775701,0.288888889,1
130,37.625,98.78,0.376,31313.535,168.2,8.85,9.06,8.95,9.175,6.76,406685,1,157.72,202.288,2,30,581,28600,1,0.009834002,0.785557185,0.508230453,0.397777352,0.945417096,0.895442359,0.91280654,0.914950761,0.917930419,0.057142857,0.546036317,1,0.725082751,0.000623748,0.333333333,0.473684211,0.463551402,0.206666667,1
131,26.8012,98.78,0.376,35874.19,172.4,8.815,9.035,8.82,9.095,6.76,466796,1,179.68,263.072,3,25,663,38400,1,0.003751157,0.785557185,0.508230453,0.555087181,0.988671473,0.889186774,0.908265213,0.891674127,0.903657449,0.057142857,0.715424153,1,0.826038985,0.033998665,0.666666667,0.385964912,0.61682243,0.315555556,1
132,43.8588,98.78,0.376,35140.93,171.2,8.73,8.985,8.79,8.955,6.76,438063,1,151.84,243.136,3,29,559,39200,1,0.013337323,0.785557185,0.508230453,0.52979498,0.976313079,0.873994638,0.899182561,0.886302596,0.87867975,0.057142857,0.634456931,1,0.698050754,0.023052325,0.666666667,0.456140351,0.422429907,0.324444444,1
133,31.801,98.78,0.376,35396.46,171.4,8.795,8.92,8.8,8.83,6.76,456491,1,179.2,243.68,4,57,550,46000,0,0.006560984,0.785557185,0.508230453,0.538608929,0.978372812,0.885612154,0.887375114,0.888093107,0.856378234,0.057142857,0.686385514,1,0.823832291,0.023351021,1,0.947368421,0.405607477,0.4,0
134,26.5964,98.78,0.376,32341.21,168.9,8.635,8.79,8.735,8.895,7.76,426316,1,205.36,202.944,4,58,617,36800,0,0.003636062,0.785557185,0.508230453,0.433224756,0.952626159,0.857015192,0.863760218,0.87645479,0.867975022,0.414285714,0.601354855,1,0.944097095,0.000983941,1,0.964912281,0.530841121,0.297777778,0
135,39.5234,98.78,0.376,31980.135,171.9,8.825,8.86,8.735,8.885,6.76,402396,0,180.24,222.496,4,32,646,31200,0,0.01090088,0.785557185,0.508230453,0.420770263,0.983522142,0.890974084,0.876475931,0.87645479,0.866190901,0.057142857,0.533950269,0,0.828613461,0.011719436,1,0.50877193,0.585046729,0.235555556,0
136,31.1556,98.78,0.376,35190.925,171.7,8.89,8.965,8.84,9.085,6.76,411162,1,157.24,222.896,1,37,663,36200,0,0.006198277,0.785557185,0.508230453,0.531519448,0.98146241,0.9025916,0.8955495,0.895255148,0.901873327,0.057142857,0.558652134,1,0.722876057,0.011939066,0,0.596491228,0.61682243,0.291111111,0
137,26.4528,98.78,0.376,33007.81,167,8.87,9.08,8.91,9.205,6.76,394365,0,202.96,202.784,1,37,622,34800,0,0.003555361,0.785557185,0.508230453,0.456217666,0.933058702,0.899016979,0.9164396,0.90778872,0.923282783,0.057142857,0.511319574,0,0.933063626,0.000896089,0,0.596491228,0.540186916,0.275555556,0
138,27.0466,98.78,0.376,35851.97,171.9,8.925,9.235,8.915,9.225,7.76,442884,1,138.84,222.736,3,40,674,34200,0,0.003889069,0.785557185,0.508230453,0.554320751,0.983522142,0.908847185,0.944595822,0.908683975,0.926851026,0.414285714,0.648042111,1,0.638286135,0.011851214,0.666666667,0.649122807,0.637383178,0.268888889,0
139,24.996,98.78,0.376,32535.635,171.7,9.055,9.295,9.08,9.235,6.76,380380,0,161.32,282.128,1,39,593,26600,0,0.002736656,0.785557185,0.508230453,0.439931021,0.98146241,0.932082216,0.955495005,0.938227395,0.928635147,0.057142857,0.471910999,0,0.741632953,0.04446182,0,0.631578947,0.485981308,0.184444444,0
140,30.8904,98.78,0.376,34168.805,171.4,9.045,9.205,9.16,9.255,7.76,411330,1,173.12,202.848,2,29,592,35600,1,0.006049238,0.785557185,0.508230453,0.496263652,0.978372812,0.930294906,0.939146231,0.952551477,0.93220339,0.414285714,0.559125544,1,0.795880839,0.00093123,0.333333333,0.456140351,0.48411215,0.284444444,1
141,25.818,98.78,0.376,34296.57,167.1,9.07,9.23,9.065,9.41,6.76,354960,0,113.6,202.24,2,28,570,28000,1,0.003198611,0.785557185,0.508230453,0.500670627,0.934088568,0.934763181,0.943687557,0.935541629,0.95985727,0.057142857,0.400279537,0,0.522250828,0.000597393,0.333333333,0.438596491,0.442990654,0.2,1
142,52.5728,98.78,0.376,27880.545,173.5,9.185,9.34,9.145,9.45,7.76,233100,1,199.76,242.304,3,43,561,28800,1,0.018234486,0.785557185,0.508230453,0.279363863,1,0.955317248,0.963669391,0.949865712,0.966993756,0.414285714,0.056888117,1,0.918352335,0.022595495,0.666666667,0.701754386,0.426168224,0.208888889,1
143,86.421,94.16,0.129,30013.665,173.5,9.33,9.48,9.18,9.365,9.06,329378,1,105.36,262.144,1,42,807,26800,1,0.037256766,0.700879765,0,0.352941176,1,0.981233244,0.989100817,0.956132498,0.951828724,0.878571429,0.328191573,1,0.484369253,0.033489124,0,0.684210526,0.885981308,0.186666667,1
144,101.948,94.16,0.129,30374.74,173.5,9.18,9.4,9.21,9.385,9.06,308802,1,146.24,262.496,3,25,793,31200,1,0.045982753,0.700879765,0,0.36539567,1,0.954423592,0.974568574,0.961504029,0.955396967,0.878571429,0.270210104,1,0.672305995,0.033682398,0.666666667,0.385964912,0.859813084,0.235555556,1
145,75.5948,94.16,0.129,27236.165,171.3,9.26,9.46,9.225,9.365,8.06,294970,1,132.72,261.888,1,52,795,23600,1,0.031172572,0.700879765,0,0.257137383,0.977342945,0.968722073,0.985467757,0.964189794,0.951828724,0.521428571,0.23123267,1,0.610150791,0.033348561,0,0.859649123,0.863551402,0.151111111,1
146,67.5868,94.16,0.129,34052.15,173.5,9.155,9.37,9.14,9.495,8.06,305675,1,155.52,202.208,1,59,846,27600,0,0.026672173,0.700879765,0,0.492239893,1,0.949955317,0.969118983,0.948970457,0.975022302,0.521428571,0.261398476,1,0.714968739,0.000579822,0,0.98245614,0.958878505,0.195555556,0
147,63.101,94.16,0.129,31263.54,173.5,9.09,9.255,9.155,9.47,8.06,399297,1,112.24,202.496,1,32,760,31200,0,0.024151207,0.700879765,0,0.396052884,1,0.938337802,0.948228883,0.951656222,0.970561998,0.521428571,0.525217543,1,0.515998529,0.000737956,0,0.50877193,0.798130841,0.235555556,0
148,67.3724,94.16,0.129,27363.93,169.2,9.115,9.32,9.17,9.475,9.06,286266,0,137.84,222.336,3,24,800,29200,1,0.026551682,0.700879765,0,0.261544357,0.955715757,0.942806077,0.960036331,0.954341987,0.971454059,0.878571429,0.206705516,0,0.633688856,0.011631584,0.666666667,0.368421053,0.872897196,0.213333333,1
149,66.6198,94.16,0.129,28808.23,167.3,9.21,9.385,9.2,9.14,8.06,309356,0,197.12,282.848,2,43,838,35600,1,0.02612873,0.700879765,0,0.31136233,0.936148301,0.959785523,0.971843778,0.959713518,0.911685995,0.521428571,0.27177123,0,0.90621552,0.044857153,0.333333333,0.701754386,0.943925234,0.284444444,1
150,74.6794,94.16,0.129,31091.335,168.4,9.12,9.39,9.205,9.24,8.06,347105,0,202.16,302.464,3,48,759,30800,0,0.030658128,0.700879765,0,0.390113048,0.947476828,0.943699732,0.972752044,0.960608774,0.929527208,0.521428571,0.378144796,0,0.929385804,0.055627789,0.666666667,0.789473684,0.796261682,0.231111111,0
151,53.132,94.16,0.129,34007.71,170.8,9.175,9.24,9.035,9.315,8.06,428936,0,110.6,243.44,1,34,831,43000,1,0.018548749,0.700879765,0,0.490707032,0.972193615,0.953529937,0.945504087,0.930170098,0.942908118,0.521428571,0.608737798,0,0.508458992,0.023219243,0,0.543859649,0.930841121,0.366666667,1
152,49.9264,94.16,0.129,30019.22,173.5,9.07,9.27,9.115,9.365,8.06,466687,0,129.84,223.136,1,42,754,39200,1,0.016747241,0.700879765,0,0.353132784,1,0.934763181,0.950953678,0.944494181,0.951828724,0.521428571,0.715117,0,0.596910629,0.012070844,0,0.684210526,0.786915888,0.324444444,1
153,42.5316,94.16,0.129,27841.66,161.5,9.09,9.22,9.05,9.42,9.06,455196,1,108.12,202.448,3,46,851,30600,1,0.012591452,0.700879765,0,0.27802261,0.876416066,0.938337802,0.941871026,0.932855864,0.961641392,0.878571429,0.682736311,1,0.497057742,0.0007116,0.666666667,0.754385965,0.968224299,0.228888889,1
154,62.9836,94.16,0.129,31713.495,172,9.11,9.32,9.05,9.275,8.06,411772,0,121.76,243.104,3,58,840,38800,0,0.02408523,0.700879765,0,0.411573098,0.984552008,0.941912422,0.960036331,0.932855864,0.935771632,0.521428571,0.560371063,0,0.559764619,0.023034754,0.666666667,0.964912281,0.947663551,0.32,0
155,48.277,94.16,0.129,34046.595,169.5,9.115,9.265,9.015,9.11,9.06,440004,0,148.8,302.72,4,48,806,34000,0,0.015820298,0.700879765,0,0.492048285,0.958805355,0.942806077,0.950045413,0.926589078,0.906333631,0.878571429,0.639926509,0,0.684075028,0.055768352,1,0.789473684,0.88411215,0.266666667,0
156,90.7002,94.16,0.129,34174.36,156.1,9.06,9.275,9.04,9.13,9.06,432078,0,198.24,222.496,1,37,868,31200,0,0.039661625,0.700879765,0,0.49645526,0.820803296,0.932975871,0.951861944,0.931065354,0.909901873,0.878571429,0.617591695,0,0.911364472,0.011719436,0,0.596491228,1,0.235555556,0
157,68.9336,94.16,0.129,29285.96,167.5,9.005,9.145,9.075,9.305,8.06,426057,0,127.24,202.096,1,60,749,26200,1,0.027429058,0.700879765,0,0.327840582,0.938208033,0.923145666,0.928247048,0.93733214,0.941123996,0.521428571,0.600625014,0,0.584957705,0.000518326,0,1,0.777570093,0.18,1
158,44.4716,94.16,0.395,38568.365,170.9,9.005,9.12,9.04,9.08,9.06,501350,1,164.52,266.608,3,57,549,82600,1,0.013681709,0.700879765,0.547325103,0.648016861,0.973223481,0.923145666,0.923705722,0.931065354,0.900981267,0.878571429,0.812794472,1,0.756344244,0.03594019,0.666666667,0.947368421,0.403738318,0.806666667,1
159,46.8568,94.16,0.395,33696.63,173.5,9.02,9.23,9.05,9.185,8.06,483363,0,177.72,263.888,1,46,556,48600,0,0.015022163,0.700879765,0.547325103,0.479977007,1,0.925826631,0.943687557,0.932855864,0.919714541,0.521428571,0.762108591,0,0.817028319,0.034446709,0,0.754385965,0.41682243,0.428888889,0
160,48.5004,94.16,0.129,36163.05,173.5,9.08,9.155,9.01,9.22,9.06,475753,1,143.32,243.728,2,36,765,46600,0,0.015945846,0.700879765,0,0.565050776,1,0.936550492,0.930063579,0.925693823,0.925958965,0.878571429,0.74066424,1,0.658881942,0.023377376,0.333333333,0.578947368,0.807476636,0.406666667,0
161,45.4692,94.16,0.395,34718.75,166.1,9.07,9.24,9.06,9.03,9.06,540041,1,168.8,244.32,2,23,519,54000,1,0.014242348,0.700879765,0.547325103,0.515232803,0.923789907,0.934763181,0.945504087,0.934646374,0.89206066,0.878571429,0.921822516,1,0.776020596,0.023702428,0.333333333,0.350877193,0.347663551,0.488888889,1
162,49.2672,94.16,0.395,41601.395,164.3,8.915,9.055,8.935,9.155,8.06,539697,1,210,228,3,35,539,100000,1,0.016376778,0.700879765,0.547325103,0.752634604,0.905252317,0.907059875,0.911898274,0.912264996,0.914362177,0.521428571,0.920853153,1,0.965428466,0.01474154,0.666666667,0.561403509,0.385046729,1,1
163,56.6754,94.16,0.395,43340.11,171.7,8.87,9.12,8.945,8.98,8.06,531084,1,168,248,2,22,557,100000,1,0.020540097,0.700879765,0.547325103,0.812607779,0.98146241,0.899016979,0.923705722,0.914055506,0.883140054,0.521428571,0.89658243,1,0.772342773,0.025723021,0.333333333,0.333333333,0.418691589,1,1
